late_night_usage,sleep_minutes,total_screen_minutes,social_minutes,doom_scroll_flag,exercise_minutes,resting_heart_rate,pickup_count,stress_label
0,500,378,199,1,29,74,230,2
0,387,256,109,0,37,73,130,1
0,437,100,29,0,57,68,70,0
0,389,552,122,0,24,75,220,2
0,465,183,94,0,48,74,60,0
1,351,319,193,1,37,84,180,2
0,452,695,300,0,23,73,250,2
0,419,65,24,0,51,66,20,0
0,449,290,176,0,52,68,180,2
0,454,610,285,0,24,67,220,0
0,370,60,23,0,55,86,50,0
0,403,325,56,1,40,65,80,1
1,388,200,104,0,53,69,120,2
0,467,310,118,1,46,69,160,2
0,528,287,151,0,33,72,170,2
0,435,283,152,0,38,70,190,2
0,470,88,39,0,63,66,90,0
0,354,265,150,0,44,71,120,2
0,550,441,113,0,34,74,130,1
0,450,105,38,0,62,69,80,0
0,432,284,107,0,50,70,110,1
0,441,195,42,0,39,69,70,0
0,379,446,222,1,36,71,170,2
0,393,60,17,0,58,77,70,0
0,530,263,127,0,61,71,100,1
0,385,547,204,1,21,78,240,2
0,384,168,40,1,43,80,110,1
0,384,60,32,0,48,79,70,0
0,375,256,132,0,47,70,160,2
0,435,535,219,0,19,71,250,2
0,504,243,68,0,60,66,100,0
0,404,214,125,0,38,68,160,1
1,293,88,54,0,57,80,120,2
1,410,720,300,1,10,74,250,2
1,371,285,113,0,38,73,170,0
1,460,720,300,1,13,76,250,2
1,343,601,300,0,16,83,230,2
1,371,191,104,0,58,78,80,2
0,427,287,140,0,49,76,140,1
0,454,456,89,0,19,68,180,1
0,430,597,213,0,25,78,220,2
1,351,280,107,0,33,73,210,2
1,240,307,236,0,32,83,210,2
0,391,60,23,0,62,71,50,0
1,440,720,300,0,10,60,250,2
0,477,338,143,1,26,70,250,2
0,411,297,107,0,35,78,210,1
0,484,60,31,0,69,74,60,0
0,433,314,105,0,50,70,150,0
0,368,254,102,0,44,69,60,1
1,274,359,143,1,37,76,190,2
1,460,440,277,1,36,76,250,2
1,333,318,214,1,43,80,150,2
0,374,323,122,1,38,82,110,2
1,240,479,237,1,25,81,230,2
0,430,225,47,0,35,85,110,0
0,455,310,188,1,30,68,250,2
1,326,199,115,0,40,87,90,2
0,382,267,136,0,44,81,130,2
0,392,229,87,0,33,71,100,1
0,512,347,25,0,26,75,120,0
1,277,454,284,1,21,77,250,2
0,387,319,193,1,43,73,160,2
0,495,315,164,0,33,78,150,2
1,424,686,300,0,9,73,250,2
1,387,234,135,0,34,68,140,2
1,314,246,186,1,29,70,220,2
0,451,621,146,0,19,70,190,0
0,393,67,29,1,53,72,20,0
0,392,366,154,0,35,79,140,2
0,395,570,184,0,19,71,250,2
1,429,326,178,1,30,74,250,2
0,431,95,39,1,46,80,40,0
0,450,223,114,0,49,62,190,1
1,385,71,36,0,49,74,80,1
1,390,224,171,0,53,68,150,2
1,372,333,121,0,39,68,160,2
1,341,479,206,0,26,77,210,2
1,317,229,144,1,33,85,180,2
1,276,286,169,0,33,78,140,2
0,378,488,200,0,29,70,190,2
1,364,191,97,1,50,67,150,2
0,354,497,246,0,36,76,180,1
0,365,276,125,0,42,72,160,2
0,502,476,165,0,20,68,190,2
1,375,131,104,1,58,68,70,2
1,328,287,226,1,44,77,120,2
0,548,205,85,0,52,67,80,0
0,367,232,94,0,46,71,90,1
1,443,385,220,0,52,68,240,2
1,382,248,117,1,43,76,150,2
0,489,159,68,0,49,72,100,0
0,440,143,53,0,46,70,70,0
1,258,720,300,0,7,84,250,2
0,454,90,30,0,49,71,90,0
1,413,250,128,0,33,76,230,2
0,340,420,201,0,35,67,250,0
0,547,642,184,0,19,82,250,2
0,435,422,285,0,35,70,240,2
0,483,456,87,0,33,69,100,1
0,391,563,166,0,27,72,240,2
0,484,208,57,0,47,71,100,0
1,436,199,154,1,55,65,90,2
0,447,60,15,0,44,71,70,0
1,374,235,149,0,46,73,180,2
0,375,129,76,0,50,79,60,1
1,359,60,34,1,55,68,110,0
0,409,93,31,0,55,80,80,0
0,478,720,171,1,22,70,250,2
0,392,200,89,0,38,69,170,1
0,463,95,22,0,48,67,40,0
1,316,290,136,0,39,77,110,2
1,371,454,230,1,26,76,250,2
1,418,331,217,1,40,74,160,2
0,414,144,47,0,51,65,100,0
1,435,643,300,0,16,64,240,2
0,462,720,212,0,7,76,250,1
1,341,617,300,1,10,79,250,2
1,456,287,197,0,40,73,210,2
0,438,193,52,0,55,70,100,0
0,505,374,131,0,39,65,120,1
0,539,288,33,0,39,68,70,0
1,373,720,300,1,9,78,250,2
0,467,479,191,0,26,73,170,2
1,345,87,52,1,67,77,80,2
0,398,355,134,0,33,77,130,2
0,425,60,21,0,52,67,70,0
0,381,720,176,0,15,86,250,2
0,388,165,71,0,55,64,70,0
1,416,82,45,0,61,65,80,0
0,409,258,18,0,34,72,90,0
0,470,519,193,0,23,66,120,2
0,449,510,160,0,38,65,220,2
0,542,352,86,0,43,61,110,1
1,411,227,142,0,48,74,180,2
0,475,140,87,0,43,52,140,0
1,418,150,102,1,42,72,120,2
1,411,414,227,1,20,78,210,2
1,441,338,216,1,39,73,180,2
0,468,65,32,0,54,66,70,0
0,445,412,102,0,34,65,160,1
1,389,60,31,1,61,78,60,1
1,427,565,269,0,18,75,240,2
1,328,615,250,1,15,70,190,2
0,399,433,183,0,32,69,170,0
0,521,264,57,1,45,76,40,1
0,528,239,101,0,50,76,200,1
1,309,640,300,1,12,79,250,2
0,401,255,80,0,43,79,160,1
0,507,143,28,0,54,70,110,0
1,412,407,242,1,38,67,250,2
0,468,636,300,0,15,66,250,2
0,479,147,69,0,46,80,70,0
0,422,124,53,0,44,60,60,0
0,466,215,76,1,49,69,80,1
0,447,272,110,0,46,80,160,0
0,392,104,34,0,46,70,30,0
0,465,60,26,0,55,75,50,0
0,496,252,84,0,53,73,80,0
0,418,230,128,0,45,73,90,1
1,385,76,50,1,52,72,90,2
0,460,83,22,0,61,66,80,0
0,420,216,58,0,38,68,90,0
0,453,119,63,0,52,66,80,0
0,400,104,41,0,49,68,50,0
0,486,121,75,0,52,70,50,0
0,451,88,34,0,63,64,50,0
1,324,330,199,1,34,77,180,2
0,519,356,194,0,47,69,210,2
1,386,637,300,1,10,87,250,2
0,383,92,52,0,33,83,40,1
0,505,283,124,0,46,71,130,1
0,444,187,118,0,39,62,140,1
1,250,89,62,1,49,81,40,2
0,408,60,34,0,53,77,80,0
0,463,576,176,1,21,62,220,2
0,342,371,109,0,50,76,140,2
0,439,471,262,0,21,77,250,2
1,401,704,185,1,11,76,250,2
0,360,248,116,0,48,75,60,2
1,408,710,297,1,15,71,250,2
1,375,293,177,1,45,74,110,2
0,375,329,145,0,45,72,180,2
0,480,385,176,0,31,69,230,2
0,476,317,129,0,37,69,130,1
0,420,103,42,0,48,63,50,0
0,440,95,37,1,60,63,30,0
0,486,360,87,0,35,66,120,1
1,360,173,97,1,42,75,110,2
1,240,180,91,1,40,76,120,2
1,409,239,143,1,42,76,110,2
0,394,168,39,0,69,68,60,0
0,415,155,82,0,63,69,80,0
0,507,145,69,0,53,66,70,0
1,380,332,133,1,38,75,140,2
1,375,107,77,1,55,72,60,2
0,445,60,28,0,52,76,110,0
0,445,450,193,0,30,77,200,2
0,389,93,40,0,51,64,90,0
1,370,60,26,1,60,77,50,1
0,421,101,47,0,56,67,90,0
0,448,60,26,0,56,68,50,0
1,410,93,63,0,55,78,100,1
1,571,352,131,1,52,69,160,2
0,376,60,16,0,36,72,30,0
1,428,666,300,1,18,80,250,2
0,494,334,122,0,46,61,190,1
0,474,476,180,0,27,74,160,2
0,417,247,111,1,36,66,140,1
1,491,113,79,1,54,67,60,1
1,240,202,132,0,35,82,110,2
0,400,241,131,0,52,60,180,1
1,457,687,300,0,21,82,250,2
0,431,89,31,0,64,71,90,0
1,471,280,207,1,46,74,150,2
0,359,383,170,0,44,68,120,2
0,394,297,115,0,30,66,150,1
0,408,562,270,0,22,73,250,2
1,419,246,140,1,45,67,230,1
0,438,169,41,0,47,67,70,0
1,355,60,24,0,44,81,50,1
0,521,224,83,0,41,69,110,0
1,480,464,293,1,26,75,250,2
0,414,414,201,0,40,72,200,2
0,349,205,72,0,40,82,150,2
0,327,434,205,0,31,69,160,2
1,406,552,259,1,20,70,250,0
0,482,720,189,0,15,67,230,2
0,438,254,131,0,51,80,130,1
1,370,527,300,1,24,59,250,2
1,333,530,276,1,21,79,250,2
0,452,332,154,1,28,75,180,2
1,492,421,249,1,38,72,230,2
1,240,221,157,0,34,76,160,2
0,431,67,24,0,55,65,100,0
0,401,156,51,0,66,71,50,0
1,270,240,131,0,41,78,150,2
1,310,720,300,1,8,74,250,2
0,453,363,73,1,39,71,160,1
0,470,720,170,1,6,76,250,2
0,493,160,92,0,51,72,190,1
0,450,102,46,0,43,73,40,0
0,332,78,34,0,57,67,40,1
0,408,318,151,0,41,69,180,2
1,277,197,127,0,38,71,110,2
1,290,71,46,1,57,78,50,2
0,464,298,123,0,37,64,160,1
0,429,304,175,0,45,66,120,1
0,464,60,25,0,53,67,60,0
0,417,134,57,1,52,70,60,0
1,430,198,149,1,43,67,130,2
1,331,297,202,1,51,67,150,2
0,490,122,45,1,58,71,70,0
0,452,189,69,0,49,71,140,0
0,424,245,83,1,47,60,190,1
0,430,60,29,0,53,68,110,0
0,434,169,57,0,52,71,140,0
1,501,260,142,0,40,73,170,2
1,392,272,176,0,47,69,140,2
0,419,136,71,0,45,80,100,0
1,358,60,38,0,39,74,80,1
1,419,720,300,0,15,78,250,2
1,439,398,158,1,34,69,190,2
1,355,648,300,0,14,81,250,2
0,377,96,53,1,49,71,80,1
0,374,382,170,0,35,80,150,2
1,377,391,293,1,30,72,210,2
1,454,447,299,0,38,71,250,2
1,357,84,52,0,49,71,80,2
0,420,180,59,0,44,70,130,0
0,346,230,59,0,42,75,60,1
0,525,720,158,0,13,63,250,2
0,463,291,135,0,40,77,160,1
0,489,90,24,0,63,60,30,0
0,498,101,21,0,60,75,70,0
0,411,60,37,0,53,73,80,0
0,454,125,41,0,53,74,40,0
0,524,580,165,0,25,69,160,2
0,443,277,174,0,45,69,150,2
0,464,321,96,0,46,74,130,1
0,478,485,143,0,30,64,150,2
1,420,523,292,0,32,66,250,2
0,428,60,25,0,55,60,40,0
0,433,379,168,1,38,76,250,2
1,444,720,300,1,11,72,250,1
0,488,72,11,0,49,74,90,0
1,456,397,261,0,30,75,220,2
0,462,472,167,0,38,77,150,2
1,416,634,300,1,16,71,250,2
0,412,720,294,1,17,67,250,2
1,334,720,300,0,11,79,250,2
1,444,212,95,0,44,69,100,1
0,421,518,237,0,30,76,240,2
1,373,327,191,1,34,74,250,2
0,503,165,43,1,35,76,60,0
0,496,122,36,0,45,76,40,0
0,465,526,102,1,25,65,180,2
1,354,108,56,1,59,62,70,2
0,413,191,100,0,53,63,90,0
0,493,149,59,0,56,64,70,0
1,372,342,129,1,33,73,100,2
0,392,144,84,0,43,67,100,1
0,495,220,119,0,38,74,130,1
1,387,446,300,1,29,76,220,2
1,349,198,107,1,49,73,140,2
0,458,68,15,0,58,70,40,0
1,457,193,70,1,36,74,110,2
0,369,192,113,0,51,69,70,1
0,424,215,88,0,45,74,120,1
0,422,108,36,0,42,61,50,0
0,457,238,59,0,47,68,120,0
0,466,456,133,1,46,74,180,2
0,407,217,98,0,38,66,110,1
1,255,143,106,1,56,71,110,2
0,471,60,35,0,64,65,80,0
1,296,343,251,1,27,78,220,2
0,433,75,30,0,65,67,80,0
1,365,255,176,0,46,76,190,2
0,443,284,92,0,41,77,90,1
0,517,264,102,0,32,72,170,1
0,600,563,127,0,33,76,150,2
1,275,64,36,1,54,76,70,2
1,458,318,140,1,40,68,200,2
0,427,181,84,1,46,76,160,1
0,487,242,108,0,55,68,130,2
0,482,76,39,0,59,62,20,0
1,458,164,124,1,44,74,120,2
1,394,110,86,0,55,75,90,1
1,312,410,219,1,32,79,250,2
1,454,202,117,1,44,71,100,2
1,398,705,300,0,12,74,250,2
0,423,353,114,0,49,67,150,1
1,341,682,300,0,13,83,250,2
1,445,234,160,1,48,66,110,2
1,502,265,115,0,48,62,110,1
0,375,156,36,0,48,76,130,1
0,481,123,35,0,53,69,10,0
0,431,76,17,1,61,72,30,0
1,287,160,82,0,47,77,130,2
0,457,648,195,0,19,75,220,2
0,393,134,77,0,36,69,150,1
0,371,720,162,0,7,82,250,2
0,380,102,57,0,36,67,100,1
0,383,234,61,0,52,62,80,1
0,417,315,63,0,45,67,110,0
1,297,376,171,1,35,76,140,2
1,347,205,105,0,39,79,60,2
0,414,60,20,0,47,67,50,0
1,386,271,188,1,45,70,160,2
1,401,142,111,1,63,70,50,2
0,463,160,31,0,48,63,100,0
0,423,126,52,0,56,78,70,0
0,436,647,145,1,23,70,230,2
0,393,84,44,0,53,74,10,0
1,318,720,300,0,9,80,250,2
0,485,720,89,0,21,65,180,2
0,362,459,110,0,18,76,190,2
1,369,60,29,1,54,70,60,1
0,418,61,25,0,50,71,30,0
1,431,720,300,0,8,80,250,2
0,363,79,37,0,64,76,100,2
0,435,223,41,0,49,72,80,0
0,437,101,57,0,45,67,80,0
0,354,557,179,0,30,72,200,2
0,381,212,99,0,45,76,110,2
0,430,237,115,0,49,66,110,1
0,475,720,171,0,15,73,250,2
1,387,720,300,0,14,76,250,2
0,463,211,91,0,43,64,110,0
1,284,60,47,0,45,75,50,2
0,370,406,70,1,32,76,120,2
0,439,720,292,1,18,71,250,1
1,288,60,32,1,55,83,50,2
0,376,294,131,0,39,68,190,2
0,481,482,174,1,22,79,250,2
0,429,168,95,1,50,78,110,1
1,320,320,242,1,36,81,230,2
0,415,258,54,0,52,75,140,0
0,451,60,21,0,61,65,30,0
0,430,720,300,0,8,67,250,2
1,304,88,51,0,50,76,100,2
0,337,371,194,0,26,73,200,2
0,529,354,160,0,45,69,180,2
0,388,96,41,0,48,67,70,0
0,476,270,18,0,39,67,50,0
0,525,78,22,0,57,73,80,1
1,400,542,233,1,23,70,250,2
0,404,500,299,0,24,74,250,2
0,378,279,50,1,40,69,70,1
1,259,497,281,1,23,79,250,2
0,453,89,30,0,38,60,40,0
0,522,105,25,0,57,63,80,0
0,415,218,78,0,45,73,120,1
0,407,60,29,0,54,64,80,0
0,454,64,41,1,47,70,60,0
0,415,147,58,0,52,69,130,0
1,409,544,300,1,27,77,250,2
1,362,122,97,0,49,65,80,2
1,331,286,182,1,45,74,170,2
0,434,368,143,0,37,68,150,1
0,523,136,65,1,58,77,40,0
0,480,168,30,0,53,79,40,0
0,489,304,112,1,47,75,140,2
1,325,431,243,1,28,81,250,2
0,504,181,88,0,65,67,130,0
1,404,139,97,1,50,70,40,2
0,375,144,45,0,52,70,110,1
0,461,374,168,0,49,71,250,2
0,394,109,35,0,59,66,50,0
0,372,720,190,0,7,71,240,2
1,369,151,92,1,59,69,90,2
1,397,455,300,0,25,71,250,2
0,442,336,119,0,42,64,200,1
0,444,329,138,0,33,80,120,1
0,418,60,26,0,66,72,40,0
1,547,681,300,1,25,75,250,2
0,375,199,68,0,45,71,130,1
1,451,720,300,1,10,73,250,2
0,420,129,85,0,46,75,100,0
0,407,192,18,0,45,75,70,0
1,371,456,269,0,21,81,230,2
0,380,240,74,1,37,74,160,2
0,405,60,10,0,49,77,50,0
0,417,299,188,0,45,66,190,2
0,372,60,19,0,64,62,60,0
0,475,502,187,0,27,70,220,2
0,386,93,44,0,46,68,40,0
1,273,720,300,1,3,81,250,2
1,299,90,61,0,52,78,100,2
1,527,101,68,0,58,64,40,0
0,351,107,36,0,57,78,70,0
1,390,571,300,1,19,73,250,2
0,382,247,190,0,33,82,220,2
0,417,432,135,0,30,69,190,2
0,450,263,145,0,46,77,250,2
0,462,198,95,0,46,64,60,0
0,400,496,122,0,23,73,160,2
0,382,720,300,0,12,76,250,2
1,418,131,87,0,57,60,160,1
0,462,476,205,1,23,70,250,2
1,370,720,300,1,10,81,250,2
0,457,95,46,0,69,67,110,0
0,412,122,35,0,54,79,50,0
0,393,390,223,0,31,68,210,2
1,375,220,155,1,37,77,110,2
0,445,190,92,1,44,70,160,1
0,465,300,133,0,48,65,230,1
0,460,88,19,0,53,72,110,0
0,396,88,26,0,53,71,60,1
1,485,120,72,1,67,70,170,1
0,417,315,129,0,33,73,130,1
0,444,67,23,0,64,72,70,0
1,267,581,300,1,11,87,250,2
0,425,132,69,0,53,64,90,0
1,397,329,182,1,40,68,170,2
1,428,115,47,0,46,66,100,0
1,484,720,300,0,12,68,230,1
0,446,267,98,0,44,63,130,1
0,448,324,131,0,37,71,160,1
0,412,347,134,0,32,69,140,1
1,328,487,300,0,21,81,250,2
0,468,65,34,0,60,75,50,0
0,482,103,44,0,40,71,20,0
1,299,312,139,0,32,82,90,2
0,486,375,105,1,38,71,110,1
1,405,523,300,1,27,78,230,2
1,312,200,125,1,44,83,80,2
0,462,181,79,0,42,66,80,0
0,382,658,300,0,7,79,250,2
0,313,156,47,0,55,76,70,2
1,363,684,300,1,11,75,250,2
0,462,60,23,0,58,62,20,0
0,429,160,56,0,46,71,90,0
1,575,720,300,0,15,73,250,2
1,386,720,300,1,11,73,250,2
1,400,512,300,1,23,70,250,2
0,441,60,21,0,46,82,20,0
0,412,60,35,0,58,66,30,0
0,466,214,124,0,40,74,180,1
0,453,287,130,0,31,72,130,1
1,397,720,300,1,16,78,250,2
1,316,160,101,0,47,63,50,2
1,250,97,75,1,59,85,140,2
1,339,299,165,0,37,71,100,2
0,464,178,16,0,46,65,70,0
0,412,339,140,0,30,80,200,0
0,449,382,125,0,37,73,120,1
0,438,218,69,0,56,69,80,0
1,420,664,300,1,14,67,250,0
0,371,70,25,0,51,69,40,0
1,403,458,300,0,37,76,240,2
1,330,60,32,0,69,73,40,1
0,373,135,55,0,55,62,140,1
0,426,317,105,1,49,75,130,1
0,526,720,219,0,15,71,250,2
0,377,119,39,0,65,76,20,0
1,383,416,166,0,30,73,170,2
0,459,76,33,0,58,69,80,0
1,551,275,145,1,47,75,170,2
1,340,476,289,0,20,75,240,2
0,403,79,32,0,61,66,40,0
1,278,213,169,0,40,71,140,2
1,454,382,199,0,31,72,210,2
1,314,403,245,1,23,76,180,2
0,416,219,58,1,44,73,80,1
0,327,191,86,1,42,74,120,2
0,494,141,59,0,37,73,150,0
0,492,103,41,0,60,71,80,0
1,419,115,75,0,51,66,80,1
1,262,149,77,0,41,84,70,2
1,417,137,63,0,50,66,110,1
0,351,223,110,0,49,65,150,2
0,437,95,58,0,52,68,70,0
1,389,383,214,1,34,64,250,2
0,450,184,40,0,39,72,50,0
0,461,272,150,1,44,67,190,1
0,434,211,65,0,44,75,50,0
0,321,156,84,0,41,76,90,2
0,476,496,175,0,29,63,190,2
0,439,387,198,1,31,72,170,2
0,389,258,97,0,42,83,110,1
1,265,611,300,0,9,87,250,2
0,527,112,29,0,48,76,90,0
1,461,250,100,0,42,79,120,2
0,455,128,58,0,52,73,80,0
1,327,394,251,1,25,74,250,2
0,294,60,24,0,57,80,50,2
0,458,205,104,0,46,74,40,0
0,468,377,123,0,41,68,170,1
1,363,552,300,0,19,72,250,2
0,476,60,24,0,62,69,40,0
0,462,60,31,0,44,62,30,0
1,402,208,81,1,53,67,80,2
0,451,720,58,0,12,75,170,2
0,452,312,78,0,38,64,180,1
0,453,60,26,0,51,69,70,0
0,407,327,109,0,42,63,110,1
0,456,220,113,0,36,64,100,1
0,373,239,122,0,37,63,150,2
1,483,348,151,1,43,73,120,2
1,412,320,165,1,36,68,170,2
0,415,137,57,0,55,80,110,0
0,424,610,300,0,16,70,250,2
1,330,271,111,1,39,74,200,2
1,480,283,131,0,39,70,130,2
1,488,213,108,0,46,64,110,1
0,484,60,23,0,61,70,50,0
1,498,97,39,1,46,70,60,1
1,385,362,233,1,29,73,210,2
0,488,175,82,1,49,68,110,1
0,481,60,25,0,55,69,70,0
0,419,263,121,0,33,65,210,1
0,438,322,127,1,45,74,190,2
1,440,459,201,1,28,71,170,2
1,420,342,180,1,43,78,180,0
1,307,720,300,1,5,82,240,2
1,240,219,110,0,45,78,130,1
0,441,256,131,0,52,70,150,1
0,345,87,21,0,49,76,100,1
1,305,75,43,1,46,80,70,2
0,391,516,176,0,30,72,200,2
0,406,286,107,0,35,74,190,1
0,491,313,71,1,46,69,70,1
0,486,720,138,0,13,82,230,2
1,425,66,30,1,56,69,80,1
0,481,72,34,0,62,75,60,0
0,467,653,300,0,20,76,200,2
1,240,394,155,1,36,82,170,2
1,375,344,151,0,24,80,200,2
1,249,243,95,0,32,82,110,2
0,460,207,62,1,44,63,130,1
1,240,439,239,1,27,79,170,2
1,377,720,300,0,10,75,250,0
0,477,710,183,0,15,74,250,2
1,281,500,300,1,33,82,250,2
0,483,113,51,0,51,66,120,0
1,410,669,300,1,14,64,250,2
0,469,326,93,0,36,69,150,1
0,469,252,125,0,40,73,140,1
0,417,123,57,0,67,68,40,0
0,442,193,49,0,55,64,90,0
0,435,141,63,0,42,73,100,0
1,389,60,26,1,55,72,40,1
1,342,446,263,1,27,75,250,2
1,273,720,300,0,6,95,250,2
0,403,96,64,0,54,62,70,0
1,362,462,138,1,34,70,230,0
0,398,86,37,0,56,73,30,0
1,449,697,300,1,15,73,250,2
0,391,596,300,0,13,72,250,2
0,426,60,5,0,57,64,90,0
1,471,321,174,0,41,64,210,2
1,438,235,154,0,36,75,130,2
1,460,278,107,1,46,69,110,2
1,348,667,300,0,23,80,250,2
0,489,205,20,0,36,63,120,0
1,285,614,300,1,11,86,250,2
0,436,60,20,0,57,72,40,0
0,425,236,71,0,47,67,220,1
0,406,252,102,0,39,74,150,1
0,416,66,26,0,61,71,60,0
1,340,720,300,1,10,82,250,1
0,400,186,35,0,55,68,50,0
0,492,395,155,1,38,65,150,2
0,440,133,1,0,49,63,80,0
0,445,91,50,0,77,64,60,0
1,386,580,300,1,24,65,250,2
1,393,182,88,0,54,74,60,1
0,454,209,69,0,42,68,170,0
0,419,120,50,0,55,64,120,0
0,505,347,138,0,46,74,40,1
1,413,201,160,1,42,72,120,2
0,435,74,18,0,60,68,50,0
0,412,275,83,0,37,79,120,0
1,366,720,300,1,15,80,250,2
0,440,307,142,1,35,71,120,2
1,464,549,300,1,24,73,250,2
0,366,124,77,0,45,64,100,1
1,436,430,215,1,46,63,250,2
0,506,184,23,0,49,63,80,0
0,360,82,25,0,55,63,60,0
0,425,279,54,0,46,67,100,0
1,300,411,272,1,23,89,250,2
1,420,336,136,1,34,69,90,2
0,417,469,180,0,26,73,250,2
1,350,68,45,0,47,76,60,2
1,361,571,300,0,21,74,250,2
1,425,454,274,1,31,72,230,2
1,391,60,34,0,55,69,70,1
0,431,222,90,0,51,66,150,1
1,371,63,47,1,53,72,90,2
0,463,146,42,0,51,67,120,0
0,421,161,44,0,45,67,120,0
0,505,92,40,0,48,68,120,0
1,288,176,140,0,56,71,110,2
1,254,190,112,0,47,84,150,2
1,248,361,214,1,25,85,190,2
1,244,720,300,1,7,87,250,2
1,422,477,297,1,29,70,180,2
0,447,275,131,0,41,64,80,1
0,495,543,164,1,25,76,220,2
0,382,475,169,1,23,65,180,2
0,487,404,112,0,40,77,240,2
0,437,61,15,1,44,80,50,0
0,458,172,47,0,57,74,80,0
1,433,60,31,1,52,69,100,1
1,322,91,49,0,50,68,70,2
0,579,189,80,1,63,66,70,1
1,468,348,218,1,29,70,250,2
0,408,431,139,0,33,73,210,2
1,283,490,300,1,19,80,250,2
0,430,513,268,0,25,80,250,2
0,459,100,23,0,52,68,90,0
1,464,720,300,0,14,78,250,2
0,376,292,92,0,32,75,170,2
0,449,388,158,0,31,71,210,2
0,358,244,102,0,54,73,190,0
1,405,462,300,1,29,76,210,2
1,382,384,164,1,23,66,190,2
0,531,168,92,0,56,63,160,0
1,266,359,233,1,31,73,200,2
0,518,335,86,1,43,72,180,1
0,364,720,275,0,12,79,250,2
0,383,142,69,0,37,67,110,1
1,272,219,120,0,43,80,120,0
0,447,148,85,0,53,68,80,0
0,391,639,127,0,20,74,220,2
0,382,520,55,1,23,77,210,2
0,460,300,105,1,50,67,130,1
1,391,269,215,1,43,75,110,2
0,421,70,25,0,59,79,70,0
0,441,60,25,0,70,66,90,0
0,526,171,60,0,50,75,90,0
0,457,96,34,0,71,71,50,0
1,431,667,300,0,14,71,250,2
0,457,284,98,0,43,74,140,1
0,380,203,92,0,39,70,130,1
0,462,69,27,0,55,75,80,0
0,387,119,54,0,50,78,80,1
1,383,373,199,1,33,73,250,2
1,381,720,300,1,9,71,250,2
0,337,217,71,0,33,79,100,2
0,369,366,121,0,27,73,180,2
1,438,176,95,1,48,70,160,2
1,343,331,159,0,28,75,120,2
0,419,70,17,0,60,75,30,0
1,401,720,300,1,16,72,250,2
1,348,648,300,1,15,76,200,2
0,455,616,148,0,24,78,210,2
0,417,165,103,1,44,68,50,1
1,403,60,19,1,56,67,40,1
0,384,152,108,0,50,75,60,1
1,403,202,101,1,42,74,130,2
1,452,377,202,1,43,63,200,2
1,335,343,193,1,31,69,170,2
0,495,204,28,0,42,73,50,0
0,417,85,41,0,54,64,100,0
0,471,409,145,0,31,73,100,1
1,384,147,87,1,59,67,90,2
1,372,388,267,0,41,79,230,2
1,399,720,300,0,7,77,250,2
0,495,390,110,1,37,64,130,2
1,391,160,80,0,50,73,110,1
1,423,456,239,0,30,76,210,2
0,416,60,26,1,69,69,40,0
0,498,70,34,0,51,67,110,0
1,434,295,163,0,41,73,100,2
1,395,322,165,0,36,76,200,2
1,366,598,300,1,14,78,210,2
0,483,175,84,0,43,70,130,0
0,404,208,123,1,36,76,60,2
1,265,653,300,1,10,75,240,2
1,380,168,134,0,35,67,140,2
1,473,720,300,1,20,71,250,2
1,486,720,300,1,19,81,250,2
0,429,227,135,0,49,78,90,1
1,393,611,295,1,10,82,250,2
0,460,226,49,1,46,70,120,1
0,406,154,60,0,48,62,100,0
0,460,257,126,0,46,72,90,1
1,354,579,300,1,18,73,250,2
1,445,616,300,0,16,77,250,2
0,471,117,23,0,56,71,70,0
0,490,241,63,1,53,80,100,1
1,375,133,82,1,46,81,180,2
0,546,370,106,0,37,67,190,1
1,408,548,300,0,20,74,230,2
0,432,232,90,0,40,69,160,1
0,396,720,264,0,15,72,250,2
0,430,241,109,0,46,70,160,1
0,440,60,22,0,57,60,70,0
0,395,213,81,0,48,68,160,1
0,420,97,49,0,66,74,40,0
0,426,366,117,1,46,54,180,1
0,437,422,188,1,37,63,250,2
1,266,309,149,1,33,85,110,2
0,413,170,112,0,33,78,100,1
0,431,317,122,1,45,64,100,1
1,388,464,294,0,29,79,250,2
1,432,592,300,0,24,77,250,2
0,537,250,87,0,55,70,160,1
1,422,326,241,1,29,71,250,0
1,288,276,175,1,42,81,160,2
1,350,102,63,0,50,72,140,2
0,479,109,24,0,59,70,130,0
1,408,138,93,1,44,76,110,2
0,484,720,257,0,19,70,250,2
0,430,199,69,1,43,69,80,1
1,349,544,300,0,23,83,250,2
0,507,247,108,1,45,65,110,1
1,394,60,25,0,47,75,60,1
0,384,181,55,0,43,73,120,1
0,508,286,143,0,49,72,170,1
1,255,60,48,0,45,79,80,2
0,275,217,106,0,39,74,190,2
1,428,576,300,1,37,62,250,2
1,423,221,103,1,46,63,170,2
1,418,585,300,0,18,71,250,2
0,354,80,38,0,50,77,50,1
0,447,179,96,0,54,71,160,1
1,355,544,300,1,17,82,250,2
1,322,262,161,0,39,78,190,2
0,505,73,23,0,68,68,40,0
1,301,579,246,0,18,85,250,2
1,412,461,227,1,29,73,250,2
1,443,146,79,1,50,75,120,2
0,454,336,66,0,38,72,140,1
0,512,200,41,0,48,65,40,0
0,463,498,148,0,24,74,240,2
0,456,421,171,1,32,71,210,2
1,415,385,207,1,40,66,220,2
0,480,356,106,0,33,79,180,1
1,363,720,300,1,11,76,250,2
0,369,212,93,0,42,72,120,1
